Rank(P),Point,Rank(C),Cristal,Name,Server,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S1 Od,S2 Od,S3 Od,S4 Od,S5 Od,S6 Od,S7 Od,S8 Od,S9 Od,S10 Od,S11 Od,S12 Od,S13 Od,S14 Od,S15 Od,S16 Od,S17 Od,S18 Od,S19 Od,S20 Od,이전 아이디,비고,여단,SRP,SRC
461,6,535,"7,500",쥬지,카먼,256,32,원더,골3,골3,원더,256,원더,골3,-,-,-,-,-,-,-,-,-,-,-,169,28,-,-,-,-,129,-,-,-,-,-,-,,,,,,,,"참피, 거근, 쥬지",,,76,86
461,6,535,"7,500",낙화,티스라오,256,32,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173,31,167,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,151,174
461,6,535,"7,500",푸풉이,티스라오,256,64,128,원더,원더,원더,원더,골1,골1,-,-,-,-,-,-,-,-,-,-,-,205,47,127,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,151,174
461,6,535,"7,500",힐  다,노센레이어,원더,128,256,64,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,185,59,-,-,-,-,-,-,-,-,-,,,,,,,,"반면, 로젠실",,,37,46
461,6,535,"7,500",별빛내림,발디아,골2,256,32,원더,-,-,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139,28,-,-,-,204,-,-,-,-,-,-,,,,,,,,의창구,계정 변경 의창구(前),,17,22
461,6,535,"7,500",뭉크리아,노센레이어,원더,256,원더,원더,64,원더,128,원더,골2,-,실3,-,-,-,-,-,-,-,-,-,-,205,-,-,47,-,69,-,-,-,-,-,-,,,,,,,,"뭉크리나, 뭉크리아",,,37,46
461,6,535,"7,500",기여운다람지,티스라오,-,-,-,골3,골3,골3,골3,골3,원더,원더,원더,16,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,226,,,,,,,,,,,151,174
461,6,535,"7,500",던파하는왕개,노센레이어,실1,골1,골2,골2,128,128,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,72,118,-,-,-,-,-,-,,,,,,,,왕개,,,37,46
510,5,535,"7,500",스넥초코칩,티스라오,골2,골2,원더,원더,원더,64,256,256,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,250,133,-,-,-,-,-,,,,,,,,,,,174,174
571,4,535,"7,500",감잘러,발디아,실3,골3,원더,원더,원더,원더,128,원더,256,256,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,-,255,179,-,-,-,,,,,,,,,,,22,22
571,4,562,"7,000",아로크루,티스라오,256,-,-,실1,-,원더,256,-,골3,실1,-,원더,원더,원더,128,-,-,-,-,-,130,-,-,-,-,-,170,-,-,-,-,-,-,,128,,,,,,,,,188,182
571,4,562,"7,000",젊 은 이,레이갈드,원더,256,256,골1,-,-,-,-,-,-,-,-,-,-,-,-,골1,원더,128,-,-,251,191,-,-,-,-,-,-,-,-,-,-,,,,,,,,"젊은이, 젊은이MWKRH, 젊 은 이",,에이스,56,54
419,7,562,"7,000",S7,티스라오,원더,원더,원더,원더,원더,원더,16,골2,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,82,-,-,-,-,,,,,,,,,,카르페디엠,139,182
461,6,562,"7,000",먹다남은치즈,티스라오,256,원더,원더,원더,원더,원더,골1,골2,골2,골1,골2,원더,원더,골3,원더,원더,골3,원더,16,-,166,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,카르페디엠,151,182
656,3,562,"7,000",깡,티스라오,원더,골1,원더,원더,원더,256,원더,256,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255,-,153,-,249,-,-,-,,,,,,,,,,카르페디엠,217,182
656,3,562,"7,000",리틀버드,이스카노,골3,실3,골3,원더,골3,원더,256,원더,원더,원더,원더,원더,256,원더,원더,원더,원더,골1,원더,256,-,-,-,-,-,-,212,-,-,-,-,-,232,,,,,,,256,,CmR,카콘시스,6,5
393,8,562,"7,000",눈벽이,티스라오,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,131,182
510,5,562,"7,000",보젤뽑자,발디아,256,64,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197,57,222,-,-,-,-,-,-,-,-,-,-,,,,,,,,"보젤뽑자, 보젤뽑자3",,,18,24
510,5,562,"7,000",리제핀,라카스,256,64,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190,64,219,-,-,-,-,-,-,-,-,-,-,,,,,,,,"Stratos, 리제핀",,,9,11
510,5,562,"7,000",쳇젠장할,카먼,원더,128,256,128,원더,원더,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,76,202,124,-,-,-,-,-,-,-,-,-,,,,,,,,,,,79,89
510,5,562,"7,000",샤르로,카먼,256,128,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,97,85,-,-,-,-,-,-,-,-,-,-,,,,,,,,샤를로,계정 변경 샤를로(前),,79,89
510,5,562,"7,000",iiiiiiil,티스라오,128,256,128,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,237,109,-,-,-,-,-,-,-,-,-,-,,,,,,,,나지,,,174,182
510,5,562,"7,000",NOVA,레겐부르그,실2,골1,원더,64,256,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,159,198,-,-,-,-,-,-,-,,,,,,,,"띵똥띵똥, Onyx",,,3,3
571,4,562,"7,000",맥스먼시,카먼,원더,원더,128,256,원더,원더,원더,256,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,-,68,157,-,-,-,168,-,-,-,-,-,,,,,,,,"와타루, 공백닉21",,,91,89
571,4,562,"7,000",유리아맘,티스라오,원더,원더,256,128,원더,원더,골3,256,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,168,68,-,-,-,159,-,-,-,-,-,,,,,,,,"유리아맘, 머쉬베놈, 조퐝일",,,188,182
571,4,562,"7,000",정상에서바닥,페르세우스,-,-,실3,골3,원더,128,256,256,실3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,244,224,-,-,-,-,-,,,,,,,,"도선생, 정상에서바닥",,,5,5
571,4,562,"7,000",비온뒤겜,카먼,128,원더,256,원더,원더,골1,골3,골2,골3,골2,골3,골3,골3,골3,골2,골3,원더,골1,256,-,81,-,159,-,-,-,-,-,-,-,-,-,-,,,,,,,,"UCL 콜드브루, UCL 연가시, ColdBrew, 비온뒤겜",,,91,89
393,8,579,"6,500",Chaos415,티스라오,원더,-,-,-,-,-,-,-,실1,골3,골2,원더,원더,64,-,-,-,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,,,,,,,,,카르페디엠,131,189
510,5,579,"6,500",왕자,티스라오,실2,골3,실2,실1,골3,골2,골2,골2,골1,골2,골2,골1,골1,원더,원더,원더,원더,64,128,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,글래머,174,189
571,4,579,"6,500",네시Pnc9qn,레이갈드,원더,원더,128,256,256,원더,원더,원더,골1,골2,-,-,-,-,-,-,-,-,-,-,-,-,70,190,130,-,-,-,-,-,-,-,-,,,,,,,,,,미시인사이드,56,55
571,4,579,"6,500",노에미,티스라오,256,256,128,원더,골2,골1,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,226,220,96,-,-,-,-,-,-,-,-,-,-,,,,,,,,"구름이, 따봉도치, 노에미",,여고생,188,189
419,7,579,"6,500",kcaf,레이갈드,16,128,원더,원더,-,-,실1,-,-,-,-,-,-,-,-,-,-,-,-,-,11,127,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"politic, kcaf",,,41,55
510,5,579,"6,500",아사비,노센레이어,골3,골3,골2,골3,골1,골3,-,-,64,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,104,-,-,-,,,,,,,,"아스미타, 아사비",,,44,50
571,4,579,"6,500",레빈2d95eg,발디아,256,128,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,106,198,-,-,-,-,-,-,-,-,-,-,,,,,,,,레빈,,,22,25
571,4,579,"6,500",루나,티스라오,256,256,128,골3,실2,실2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,198,123,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,189
571,4,579,"6,500",Flush,티스라오,128,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,216,157,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,189
571,4,579,"6,500",랑할배,티스라오,256,원더,256,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,-,253,83,-,-,-,-,-,-,-,-,-,,,,,,,,"정유지, 개쓰레기게임, ACOUSTIC, 랑할배",,,188,189
571,4,579,"6,500",이카루트,발디아,골3,골2,256,128,256,골1,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188,93,143,-,-,-,-,-,-,-,-,,,,,,,,,,,22,25
571,4,579,"6,500",천투,카먼,실3,골1,원더,256,원더,256,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,171,-,132,109,-,-,-,-,-,-,,,,,,,,,,,91,93
571,4,579,"6,500",팽귄wqbXxZ,성검,원더,원더,256,256,128,원더,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,198,119,-,-,-,-,-,-,-,-,,,,,,,,펭귄,,,24,24
571,4,579,"6,500",PNix백번,노센레이어,골2,골3,골1,원더,128,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124,141,153,-,-,-,-,-,-,,,,,,,,,,,53,50
656,3,579,"6,500",태엽감는새,티스라오,골1,원더,원더,원더,원더,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,227,158,-,-,-,-,-,,,,,,,,,,,217,189
419,7,594,"6,000",쵸쿠레나,레이갈드,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,원더,원더,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,-,-,45,,,,,,,,,미시인사이드,41,57
571,4,594,"6,000",레온SP,티스라오,실2,실1,실3,-,-,골3,골3,실1,실1,원더,원더,골1,골1,원더,256,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,,,,,188,196
461,6,594,"6,000",마이웨이,카먼,64,64,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,44,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"UCL 마이웨이, 마이웨이",,,76,94
461,6,594,"6,000",아랑이공주,레이갈드,골2,원더,128,원더,32,원더,골1,골1,골3,골3,골2,-,-,-,-,-,-,-,-,-,-,-,74,-,32,-,-,-,-,-,-,-,-,,,,,,,,,,,46,57
571,4,594,"6,000",쏘하,티스라오,-,-,-,-,골3,골2,골1,원더,64,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,184,-,-,-,,,,,,,,,,,188,196
571,4,594,"6,000",파리모기,발디아,-,실3,-,골3,골2,원더,원더,원더,골1,원더,64,-,-,-,-,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,,,,,,,,,,,22,27
571,4,594,"6,000",하나열매,칼자스,골3,골2,골2,골1,골1,원더,골2,골1,원더,원더,256,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143,63,-,,,,,,,,,,,26,26
571,4,594,"6,000",Gen G,노센레이어,-,-,골3,골1,골2,골1,원더,원더,128,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,70,-,-,-,,,,,,,,"ㆄ, Gen G",,,53,52
656,3,594,"6,000",김찹찹,티스라오,원더,256,원더,256,골2,256,골1,골3,브1,골3,골3,-,-,-,-,-,-,-,-,-,-,177,-,210,-,250,-,-,-,-,-,-,-,,,,,,,,,,,217,196
656,3,594,"6,000",Achoo,카먼,원더,256,원더,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190,-,243,134,-,-,-,-,-,-,-,-,,,,,,,,"UCL 선샤인, SUNSHiNE, Achoo",,,100,94
656,3,594,"6,000",서리바람,노센레이어,256,256,원더,골3,골3,256,골2,원더,골2,골3,-,-,-,-,-,-,-,-,-,-,158,195,-,-,-,183,-,-,-,-,-,-,-,,,,,,,,,,,62,52
656,3,594,"6,000",라멜로볼,노센레이어,원더,256,256,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,223,-,254,-,-,-,-,-,-,-,-,,,,,,,,론조볼,,,62,52
656,3,594,"6,000",헤어로,카먼,골3,원더,골1,원더,256,256,256,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197,159,178,-,-,-,-,-,-,,,,,,,,,,,100,94
571,4,594,"6,000",Bree,노센레이어,-,-,-,실3,골3,실1,-,골3,실1,골3,골3,원더,원더,원더,원더,원더,골3,원더,128,128,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,128,,,랑붕이,53,52
571,4,594,"6,000",DDAT G,티스라오,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,골2,원더,128,128,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,128,"이문수, DDAT G",,머피소,188,196
571,4,594,"6,000",코하쿠 더블피스,레이갈드,-,-,-,-,-,-,브3,골3,골3,골2,원더,원더,원더,원더,원더,원더,원더,원더,256,64,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,64,,,규장각,56,57
571,4,594,"6,000",메칸더 V,카먼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,골3,256,64,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,32,"SCHD, 메칸더 V",QQQ,시공의 폭풍,91,94
510,5,611,"5,500",빛의기사 엘윈,티스라오,골2,골2,원더,원더,원더,원더,원더,골2,원더,원더,256,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196,-,-,67,,,,,,,,,,174,200
510,5,611,"5,500",진세이버,레이갈드,-,-,-,-,-,-,-,-,-,골3,골1,원더,원더,128,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,,,,,,,"카네리아, 진세이버",,,50,60
571,4,611,"5,500",BTCUSDT,노센레이어,골3,골3,골2,원더,골2,골3,골2,골2,골3,골3,골3,골1,128,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,162,,,,,,,,,,53,56
510,5,611,"5,500",데이브레이크,노센레이어,-,-,-,-,-,-,실2,골3,골2,골2,원더,원더,원더,원더,원더,256,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,꽃사슴,44,56
510,5,611,"5,500",셀베리아 블레스,이바스,-,-,-,-,-,-,-,-,-,-,골3,골3,골2,원더,원더,256,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,7,7
656,3,611,"5,500",아기원숭이,보르스레누,-,-,-,-,-,-,-,골3,골3,골3,골2,원더,골1,원더,256,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,,,,,10,10
571,4,611,"5,500",한쿨에주님곁으로,카먼,256,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,골1,원더,원더,원더,골1,원더,64,-,183,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"빛후 천둥, 한쿨에주님곁으로, 일리턴",,다람쥐,91,98
656,3,611,"5,500",똘랑,티스라오,-,-,-,-,-,-,-,-,-,-,실3,골3,골3,골2,원더,원더,골1,원더,128,256,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,256,,,라만차,217,200
656,3,611,"5,500",아르네르,티스라오,-,-,-,-,-,-,-,실3,골3,골3,골2,골3,골2,골3,골2,골2,골1,256,128,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,머피소,217,200
510,5,611,"5,500",찐인만두,콜시아,-,-,-,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,128,256,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,묻고성검으로가,6,6
510,5,611,"5,500",리퍼리움,티스라오,원더,골3,원더,64,128,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,79,-,-,-,-,-,-,-,-,,,,,,,,,,여고생,174,200
571,4,611,"5,500",최강공격수,티스라오,-,-,-,-,-,-,-,-,-,-,-,-,골3,골3,골2,원더,256,128,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,여고생,188,200
656,3,611,"5,500",TMI,카먼,골3,실2,브2,실2,골3,골2,골1,골1,골1,원더,원더,골1,원더,원더,원더,원더,원더,원더,128,256,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,256,,,SP알하자드,100,98
510,5,611,"5,500",pnx,성검,원더,32,256,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,218,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,22,25
510,5,611,"5,500",오류DsXJya,이스카노,원더,32,256,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,193,-,-,-,-,-,-,-,-,-,-,,,,,,,,ENND,,,4,6
510,5,611,"5,500",묵언,카먼,128,64,원더,-,-,-,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,65,37,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,79,98
510,5,611,"5,500",향동,칼자스,128,64,원더,실3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124,38,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,보자탈,,,25,27
510,5,611,"5,500",메보딕지,벨제리아,원더,64,128,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,94,-,-,-,-,-,-,-,-,-,-,,,,,,,,"교미넴, 교미네이터, 메보딕지",,,28,32
510,5,611,"5,500",지젤실바,리그리아,128,64,골1,실1,-,-,-,-,-,-,-,-,브1,실3,-,-,-,-,-,-,123,42,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"만석23, 프레스토, CSR, 한량왕, 한량왕oHhCJ, 지젤실바",,,16,16
510,5,611,"5,500",삐잉삐잉,카먼,실3,골3,원더,원더,원더,256,32,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245,26,-,-,-,-,-,-,,,,,,,,"메이쇼 도토, 카유라 5성오너, 피카유라이츄, 미호노 부르봉, 타마모 크로스, 나만의작은진석환",계정 변경 닉시(S6),,79,98
510,5,611,"5,500",악도리,티스라오,64,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,116,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,174,200
510,5,611,"5,500",YoY,노센레이어,골2,원더,원더,원더,원더,256,32,원더,실1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,17,-,-,-,-,-,-,,,,,,,,dystopia,,,44,56
571,4,611,"5,500",카강,성검,골3,원더,원더,원더,원더,원더,64,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,169,-,-,-,-,,,,,,,,,,,24,25
656,3,611,"5,500",공백닉(우시이),티스라오,골3,골2,골3,골1,원더,골1,원더,원더,원더,128,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,252,-,-,,,,,,,,우시이,,,217,200
656,3,611,"5,500",조앙,티스라오,실1,골3,골1,골1,원더,원더,원더,원더,256,128,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,94,-,-,-,,,,,,,,,,,217,200
656,3,611,"5,500",커퓌,티스라오,-,-,-,-,-,-,-,-,-,실3,실3,실1,실3,실2,실3,골3,골2,골2,256,128,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,128,,,랑린이,217,200
656,3,611,"5,500",크리티컬데미지,카콘시스,실2,골3,골3,골3,골2,원더,원더,원더,원더,골1,골1,원더,원더,골2,골2,원더,원더,원더,256,128,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,128,,,랑붕이,8,8
656,3,611,"5,500",그것도 나다,카먼,-,-,-,-,골3,골3,골2,골2,골3,골2,골1,골1,골1,골1,원더,골1,원더,256,원더,128,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,128,,,환영여단,100,98
656,3,639,"5,000",arwen,카먼,원더,골1,원더,원더,원더,원더,골1,원더,골1,원더,골2,골1,원더,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,256,,,,,,,,대한민국,100,103
571,4,639,"5,000",르샤,노센레이어,-,실2,골3,골1,골2,골1,원더,원더,원더,원더,원더,원더,원더,256,-,-,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228,,,,,,,,,,53,59
737,2,639,"5,000",트와이스 미나,성검,실3,골3,골2,골2,골2,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,256,,,크런키,30,27
737,2,639,"5,000",내일도3등급,발디아,골2,-,골3,원더,원더,원더,원더,원더,원더,원더,골2,원더,원더,골3,256,-,-,-,-,256,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,256,,,형귀헬스장,32,28
737,2,639,"5,000",클레이드,노센레이어,골3,골2,골3,골3,골3,골3,골2,골1,골3,골3,골3,원더,원더,원더,256,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,256,,,BlackTea,69,59
737,2,639,"5,000",고세구,레이갈드,골3,골2,골1,골2,원더,원더,골1,골2,원더,원더,골2,원더,256,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,207,,256,,,,,,,,,66,61
737,2,639,"5,000",시아림,티스라오,골2,골2,골2,골2,골2,골2,골2,골3,골1,원더,256,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,-,147,,,,,,,,,,랑린이,254,209
656,3,639,"5,000",토초러,칼자스,-,-,-,-,-,브2,실3,실3,골3,골3,골3,골3,골3,골3,골3,골2,256,256,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,빛의군단,31,28
656,3,639,"5,000",V바이올렛V,이스카노,실3,실2,골3,실3,골3,골3,골2,골3,골3,골3,골3,골3,골2,골2,원더,원더,256,256,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,안식처,6,7
737,2,639,"5,000",공작님,티스라오,-,-,-,-,-,-,-,-,-,실3,실3,실3,실2,실2,실3,골3,골3,골3,256,256,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,256,,,창세기전,254,209
656,3,639,"5,000",ジョイクン,티스라오,골3,원더,원더,골1,골1,골2,골1,원더,원더,256,원더,골2,골3,골3,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,198,-,-,-,,,,,,,,"샤브라니구두, ジョイクン","계졍 변경 ジョイクン(S15), 조이쿤",카르페디엠,217,209
737,2,639,"5,000",오레오레사라라,칼자스,-,-,-,-,골3,골3,골2,골2,골1,원더,골1,골1,골1,원더,원더,원더,원더,원더,256,256,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,256,,,코스믹 킹덤,35,28
737,2,639,"5,000",cronus,티스라오,-,-,-,-,-,-,-,-,-,-,브3,실3,골3,골3,골2,골3,원더,256,원더,256,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,256,,,트리스테인,254,209
737,2,639,"5,000",CBU,티스라오,골3,원더,원더,원더,원더,원더,골3,-,-,실1,골3,골3,원더,원더,골1,원더,원더,256,원더,256,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,256,,,페이트 그랜드 오더,254,209
656,3,639,"5,000",Shanan,티스라오,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,256,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,흑우단,217,209
737,2,639,"5,000",고르곰13,노센레이어,골1,원더,골1,원더,원더,원더,원더,원더,골2,원더,원더,256,-,-,-,-,-,256,-,-,-,-,-,-,-,-,-,-,-,-,-,197,-,,,,,,,,,,BlackTea,69,59
571,4,639,"5,000",사법연구원,노센레이어,원더,128,128,원더,원더,원더,원더,골2,골2,골2,실2,-,-,-,-,-,-,-,-,-,-,113,104,-,-,-,-,-,-,-,-,-,-,,,,,,,,"Choux, Soufflé, Waffle, Affogato, 사법연구원",,UCL,53,59
461,6,639,"5,000",Death덕킹,노센레이어,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,37,59
571,4,639,"5,000",gemool4C,성검,256,64,원더,골3,골2,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,146,45,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,gemool,,,24,27
571,4,639,"5,000",미끼,티스라오,256,64,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234,51,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,209
571,4,639,"5,000",리일,칼자스,128,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,68,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,26,28
571,4,639,"5,000",더프랜즈,티스라오,골3,128,원더,128,원더,-,-,-,-,실2,-,-,-,-,-,-,-,-,-,-,-,104,-,92,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,209
571,4,639,"5,000",샵딱구리,카먼,64,256,원더,골2,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,134,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,샵잡볼,,,91,103
571,4,639,"5,000",사 이 타 마,티스라오,64,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,182,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"조운, 사 이 타 마",,,188,209
571,4,639,"5,000",DO,칼자스,64,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,253,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,26,28
571,4,639,"5,000",그래서그대는,레이갈드,원더,골1,골2,골2,64,256,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,185,-,-,-,-,-,-,-,,,,,,,,"수륙곰, 륙싴곰, 졸았곰, 광탈곰, 못간곰, 배박곰의항해중, 그래서그대는",,,56,61
571,4,639,"5,000",러키쿠키,노센레이어,실3,실2,골2,256,64,원더,골1,골1,골2,골2,골2,-,-,-,-,-,-,-,-,-,-,-,-,164,39,-,-,-,-,-,-,-,-,,,,,,,,"럭키쿠키, 시체쿠키, 탄생의 쿠키, 러키쿠키",,,53,59
571,4,639,"5,000",멍이,티스라오,골3,원더,128,원더,원더,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,67,-,-,-,-,-,-,-,,,,,,,,,,,188,209
571,4,639,"5,000",백룡기사,티스라오,골3,골3,원더,원더,원더,64,256,원더,골2,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,239,-,-,-,-,-,-,,,,,,,,,,,188,209
571,4,639,"5,000",슬쩍5RcgK6,리그리아,실1,골2,원더,원더,원더,256,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,56,-,-,-,-,-,-,,,,,,,,"슬쩍, Sp세한",,,17,17
